Date,Earnings EPS,INDUSTRY_GROUP,INDUSTRY_SECTOR,INDUSTRY_SUBGROUP,Year/Period
2010-01-26,0.53,Packaging&Containers,Industrial,Containers-Paper/Plastic,2009:Q4
2010-04-21,0.38,Packaging&Containers,Industrial,Containers-Paper/Plastic,2010:Q1
2010-07-29,0.7588,Packaging&Containers,Industrial,Containers-Paper/Plastic,2010:Q2
