Date,Earnings EPS,INDUSTRY_GROUP,INDUSTRY_SECTOR,INDUSTRY_SUBGROUP,Year/Period
2010-02-11,0.3699,Internet,Communications,Internet Security,2009:Q4
2010-04-29,0.3151,Internet,Communications,Internet Security,2010:Q1
2010-07-29,0.3083,Internet,Communications,Internet Security,2010:Q2
2010-10-28,0.3712,Internet,Communications,Internet Security,2010:Q3
